StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_DuplicateRespondent,Q_BallotBoxStuffing,Q1,A,B,C1,C2,Q6_1,Q6_2,Q33_1,Q7,Q8,Q9_1,Q9_2,Q34_1,Q10,Q11,Q18_1,Q18_2,Q35_1,Q19,Q20,Q21_1,Q21_2,Q36_1,Q22,Q23,Q12_1,Q12_2,Q37_1,Q13,Q14,Q24_1,Q24_2,Q38_1,Q25,Q26,Q27_1,Q27_2,Q39_1,Q28,Q29,Q30_1,Q30_2,Q40_1,Q31,Q32,Q42_1,Q42_2,Q41_1,Q43,Q44,Q45_1,Q45_2,Q46_1,Q47,Q48,Q49_1,Q49_2,Q50_1,Q51,Q52,Q56_1,Q56_2,Q57_1,Q58,Q59,Q60_1,Q60_2,Q53_1,Q54,Q55,Q130_1,Q130_2,Q61_1,Q62,Q63,Q64_1,Q64_2,Q65_1,Q66,Q67,Q68_1,Q68_2,Q69_1,Q70,Q71,Q72_1,Q72_2,Q73_1,Q74,Q75,Q76_1,Q76_2,Q77_1,Q78,Q79,Q80_1,Q80_2,Q81_1,Q82,Q83,Q84_1,Q84_2,Q85_1,Q86,Q87,Q88_1,Q88_2,Q89_1,Q90,Q91,Q135_1,Q135_2,Q134_1,Q133,Q132,Q92_1,Q92_2,Q93_1,Q94,Q95,Q96_1,Q96_2,Q97_1,Q98,Q99,Q100_1,Q100_2,Q101_1,Q102,Q103,Q104_1,Q104_2,Q105_1,Q106,Q107,Q108_1,Q108_2,Q109_1,Q110,Q111,Q112_1,Q112_2,Q113_1,Q114,Q115,Q116_1,Q116_2,Q117_1,Q118,Q119,Q120_1,Q120_2,Q121_1,Q122,Q123,Q124_1,Q124_2,Q125_1,Q126,Q127,Q131,Q128,Q_DataPolicyViolations
2025-11-14 10:09:35,2025-11-14 10:41:31,IP Address,,100,1916,True,2025-11-14 10:41:33,R_8D6cEGgVpcZrRy4,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20629 Empirical Industrial Organization and Market Design,"20269	Economics of European Integration,20847 Economics of Digital Markets",20234 Population Dynamics and Economics,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Neither easy nor difficult,,Neither agree nor disagree,"Yes, I would enrol again",Later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",Later,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-14 10:38:28,2025-11-14 10:46:40,IP Address,,100,491,True,2025-11-14 10:46:41,R_2PuMSq63eVndUnb,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Advanced Microeconomics,20290	Game Theory: Analysis of Strategic Thinking,,20754 Decision Theory and Human Behavior,Somewhat difficult,Difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",In the regular session in May/June,Easy,Easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,"If you do well in game theory, ask questions, and go to office hours, you can potentially work for Battigalli!","Decision Theory is the most poorly organized course I have attended. The professors do not care at all. I recommend reading books on your own if you care about decision theory rather than attending this course. On the other hand, it is a free 30 (even 31 if you do extra well on the exam). On the other hand, game theory is one of the best and most impactful courses I have taken. It is very difficult and time intensive, but it will change the way you think about economics as a whole.",
2025-11-14 10:44:39,2025-11-14 10:47:52,IP Address,,100,193,True,2025-11-14 10:47:53,R_2rCAcDkGFy2hdZS,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20287 Development Economics,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,Somewhat easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,"Micrometrics is very usefull if you are intrested in doing empirical micro, I apply what I have learnt a lot.",,
2025-11-14 11:06:53,2025-11-14 11:09:02,IP Address,,100,128,True,2025-11-14 11:09:03,R_2Kx4VIKmJYggkVU,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Advanced Microeconomics,20294	Labour Economics,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Labor put me in contact with a potential thesis advisor,,
2025-11-14 11:07:22,2025-11-14 11:10:53,IP Address,,100,211,True,2025-11-14 11:10:54,R_2Zz6IC7GyTYytIB,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20298 Political Economics - Advanced,20687	Economic Analysis of Crime,20234 Population Dynamics and Economics,,,,,,Difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,,,"Yes, I would enrol again",N/A,,,,,,Easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,Easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-14 11:04:33,2025-11-14 11:15:17,IP Address,,100,643,True,2025-11-14 11:15:17,R_2EcGfWIuFUyFAGK,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),"Microeconometrics,Advanced Macroeconomics","20970 International Macroeconomics and Finance,20271 Public Economics",20841	Monetary Policy and Financial Regulation,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-14 11:16:11,2025-11-14 11:19:50,IP Address,,100,218,True,2025-11-14 11:19:51,R_2UgV7kvOPpl3Fpt,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20294	Labour Economics,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Strongly agree,"No, but I would enrol in the second year",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,no,"if you decide to follow Labour economics, I would strongly suggest you to attend the classes, especially for the first part of the course taught by Prof. Boeri",
2025-11-14 11:09:49,2025-11-14 11:21:56,IP Address,,100,726,True,2025-11-14 11:21:57,R_8D5Nt5ztTwQ1aty,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,"20287 Development Economics,20294	Labour Economics,20271 Public Economics",,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Neither easy nor difficult,Difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-14 11:29:52,2025-11-14 11:31:34,IP Address,,100,101,True,2025-11-14 11:31:35,R_23gv2hsvWEEkkC1,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,
2025-11-14 11:10:44,2025-11-14 11:35:16,IP Address,,100,1471,True,2025-11-14 11:35:17,R_8SpEFduasyGdXbp,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Advanced Microeconomics,20290	Game Theory: Analysis of Strategic Thinking,,,Somewhat difficult,Difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Somewhat agree,"No, but I would enrol in the second year",Later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,No,"Advanced Micro: if you're interested in micro, don't be discouraged to take it based on the feedback that it's considered as a hard class. Tbh the hardest part about it is the exam, as it requires a lot of detailed things from the course – you really need to know everything you did in class/lecture notes. However, the classes are very nice (if you follow them), the prof explains everything first in a very intuitive way (brings examples from real life) and then explains the theory parts, also there are problem sets which if you do they help a lot with exam material. Overall, if you are a micro > macro person, it's a good course with interesting content and material, the only thing that is hard is the exam. ;;;;; For Game Theory, the class is as hard as everyone says, this is due to one main reason – you are required to learn, know, understand and use the proper ""game theory notation"". The concepts and solving different problems isn't the hard part about the course, once you get it, it's fine. However, the prof is very adamant about using the proper notation (which is something completely new and you have to learn in like a new language), without which you cannot pass the course. So there is a lot of additional time you have to put in to get the hang of it – as if you don't automise it, you will struggle. ;;;; For those thinking about taking Advanced micro and Game Theory in the same semester – I think it's manageable, however, the third course you take HAS TO be easier and less time-consuming (otherwise, you will be stuck on the courses 24/7).",
2025-11-14 11:37:11,2025-11-14 11:40:55,IP Address,,100,223,True,2025-11-14 11:40:56,R_2COFYqyRxM9zN0v,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,"20269	Economics of European Integration,20847 Economics of Digital Markets",,,,,,,Somewhat difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Neither easy nor difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,"Microeconometrics, Economics of European Integration",,
2025-11-14 12:00:30,2025-11-14 12:02:20,IP Address,,100,109,True,2025-11-14 12:02:21,R_8iyK8sLlaRg7AMV,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-14 12:01:50,2025-11-14 12:05:33,IP Address,,100,223,True,2025-11-14 12:05:34,R_2ke3MNLsRBlFKY1,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Macroeconometrics,20297 Monetary Policy,20633 Welfare and Politics,"20282	History, Institutions and Crises of the Financial Global System",,,,,,,,,,,,,,,,Difficult,Difficult,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Not that i recall,,
2025-11-14 12:02:45,2025-11-14 12:07:40,IP Address,,100,294,True,2025-11-14 12:07:41,R_2MzgUbNjjIP60kE,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,"20970 International Macroeconomics and Finance,20297 Monetary Policy",,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Difficult,Neither agree nor disagree,"No, but I would enrol in the second year",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",Later,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-14 13:17:33,2025-11-14 13:20:46,IP Address,,100,193,True,2025-11-14 13:20:47,R_21peOVCGDmbfLJf,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,20847 Economics of Digital Markets,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-14 14:05:40,2025-11-14 14:13:36,IP Address,,100,476,True,2025-11-14 14:13:37,R_8R3ggpVRKfdjTzH,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20287 Development Economics,20269	Economics of European Integration,,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",In the regular session in May/June,"Microecononetrics is quite useful in general. Development has a lot of papers and is enjoyable if youre of course interested. EEI is very chill and nice, group project will require a lot of time (but worth it since its the majority of the grade) and is a way to 'hedge' and not have the whole grade relying on the end exam session. Most people did well in the projects.","Balance courses well (especially if you dont want a PhD) you just got out of a tough semester with probably little to no rest, dont prolong the same intensity unecessarily. Be aware if you skip a course this semester you cant do new courses in your 4th semester (youre blocked). Relax, you will all make it in the end, it gets easier and more enjoyable from hereon amd you survived the worst! From now, its what you make it.",
2025-11-14 14:35:43,2025-11-14 14:44:03,IP Address,,100,500,True,2025-11-14 14:44:04,R_8E6Gvaz5BdKoEGD,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20970 International Macroeconomics and Finance,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",Later,,,,,,,,
2025-11-14 16:02:34,2025-11-14 16:08:31,IP Address,,100,356,True,2025-11-14 16:08:31,R_2gIrmku9R4Vpazm,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,"20287 Development Economics,20290	Game Theory: Analysis of Strategic Thinking,20298 Political Economics - Advanced",,20231 Bayesian Statistical Methods,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Somewhat difficult,Somewhat disagree,"No, I would not enrol in the course at all",N/A,Difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",Later,,,,,,,"Micro-econometrics is a must do for everybody except those who are really convinced they want to do theory (they would still benefit from some empirical ideas, but let's leave them do their weird formulas...). Game theory is a nice course and don't get scared, it is hard but anybody who puts some work in can do it well. And most importantly, don't stress too much on the course selection, ESS lasts an undefined number of semesters, you will always get the chance to take a course again if you really want or if you change your mind ;)",
2025-11-14 17:27:00,2025-11-14 17:43:30,IP Address,,100,989,True,2025-11-14 17:43:31,R_2Mxm15rb3Qdgf8o,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),"Advanced Macroeconomics,Macroeconometrics","20290	Game Theory: Analysis of Strategic Thinking,20294	Labour Economics,20970 International Macroeconomics and Finance,20629 Empirical Industrial Organization and Market Design",,20231 Bayesian Statistical Methods,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,,"Yes, I would enrol again",In the regular session in May/June,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Somewhat difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",N/A,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",Later,Somewhat difficult,Neither easy nor difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,Somewhat easy,Easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,"Professor Decarolis offers many RA opportunities. Second year is easier than the first one, no problem in leaving many exams behind, just carefully plan your summer to bounce your GPA back up in August/September. Moreover, future courses will help you clear your mind about old courses.","The course of Game theory is very difficult but eye-opening. If you have willingness to abstain from life, prepare to ""invest"" plenty of time, it will pay off. Exams of both parts of IMEF are tougher than their respective course part. Bayesian stats is easy. Macrometrics is very easy to follow thanks to professor Sala and his notes. ",
2025-11-15 14:59:33,2025-11-15 15:03:36,IP Address,,100,243,True,2025-11-15 15:03:37,R_2JLBPhP7VbKNcUT,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20287 Development Economics,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Somewhat difficult,Strongly disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I would enrol again",Later,,,
2025-11-16 21:59:10,2025-11-16 22:03:09,IP Address,,100,238,True,2025-11-16 22:03:09,R_8sX7xSWAX6y2uSZ,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20970 International Macroeconomics and Finance,20269	Economics of European Integration,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,
2025-11-17 20:13:13,2025-11-17 20:19:13,IP Address,,100,360,True,2025-11-17 20:19:14,R_8q89IMg6yamZBxj,,,,,,,anonymous,EN,0.800000011920929,,0,0,,,,Module II A (Bee-Sancino),,,,20236 Time Series Analysis of Economic and Financial Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Difficult,Somewhat agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,,"Don't do Foundations IIA (Bee) as non-attending. The amount of working is enormous (although it's easy to get a very good grade in the exam if you put in the work). If I could do the second semester all over, I'd focus mainly on econometrics. I think it's fairly doable to get a good grade in the exam but the workload is enormous.",
2025-11-19 12:47:22,2025-11-19 12:49:20,IP Address,,100,118,True,2025-11-19 12:49:25,R_2vClOyaNTxkXRdf,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),,20287 Development Economics,20847 Economics of Digital Markets,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat easy,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
